order_id,product_id,region_code,date,revenue,discount,refund
ORD-N-20260819-24985,SKU-HOM-03,N,2026-08-19,377,25,0
ORD-N-20260819-24986,SKU-APP-01,N,2026-08-19,479,28,0
ORD-N-20260819-24987,SKU-APP-01,N,2026-08-19,334,22,208
ORD-N-20260819-24988,SKU-HOM-03,N,2026-08-19,373,33,0
ORD-N-20260819-24989,SKU-APP-01,N,2026-08-19,341,25,0
ORD-N-20260819-24990,SKU-ELE-02,N,2026-08-19,384,38,0
ORD-N-20260819-24991,SKU-APP-01,N,2026-08-19,279,25,0
ORD-N-20260819-24992,SKU-HOM-03,N,2026-08-19,519,30,0
ORD-N-20260819-24993,SKU-ELE-02,N,2026-08-19,325,19,0
ORD-N-20260819-24994,SKU-ELE-02,N,2026-08-19,274,24,0
ORD-N-20260819-24995,SKU-APP-01,N,2026-08-19,420,41,0
ORD-N-20260819-24996,SKU-ELE-02,N,2026-08-19,306,21,0
ORD-N-20260819-24997,SKU-HOM-03,N,2026-08-19,371,22,0
ORD-N-20260819-24998,SKU-ELE-02,N,2026-08-19,539,41,0
ORD-N-20260819-24999,SKU-APP-01,N,2026-08-19,384,25,0
ORD-N-20260819-25000,SKU-HOM-03,N,2026-08-19,379,34,0
ORD-N-20260819-25001,SKU-APP-01,N,2026-08-19,401,35,0
ORD-N-20260819-25002,SKU-ELE-02,N,2026-08-19,324,30,0
ORD-N-20260819-25003,SKU-HOM-03,N,2026-08-19,500,47,0
ORD-N-20260819-25004,SKU-HOM-03,N,2026-08-19,367,32,0
ORD-N-20260819-25005,SKU-APP-01,N,2026-08-19,371,28,0
ORD-N-20260819-25006,SKU-ELE-02,N,2026-08-19,287,16,0
ORD-N-20260819-25007,SKU-HOM-03,N,2026-08-19,326,25,0
ORD-N-20260819-25008,SKU-APP-01,N,2026-08-19,503,40,0
ORD-N-20260819-25009,SKU-ELE-02,N,2026-08-19,429,33,0
ORD-N-20260819-25010,SKU-APP-01,N,2026-08-19,570,51,0
ORD-N-20260819-25011,SKU-APP-01,N,2026-08-19,440,36,0
ORD-N-20260819-25012,SKU-APP-01,N,2026-08-19,425,25,0
ORD-N-20260819-25013,SKU-ELE-02,N,2026-08-19,402,28,0
ORD-N-20260819-25014,SKU-ELE-02,N,2026-08-19,542,44,0
ORD-N-20260819-25015,SKU-HOM-03,N,2026-08-19,448,28,0
ORD-N-20260819-25016,SKU-APP-01,N,2026-08-19,516,44,0
ORD-N-20260819-25017,SKU-APP-01,N,2026-08-19,274,27,0
ORD-N-20260819-25018,SKU-HOM-03,N,2026-08-19,271,17,0
ORD-N-20260819-25019,SKU-HOM-03,N,2026-08-19,508,38,0
ORD-N-20260819-25020,SKU-ELE-02,N,2026-08-19,436,31,0
ORD-N-20260819-25021,SKU-HOM-03,N,2026-08-19,275,19,184
ORD-N-20260819-25022,SKU-ELE-02,N,2026-08-19,398,26,0
ORD-N-20260819-25023,SKU-ELE-02,N,2026-08-19,270,19,0
ORD-N-20260819-25024,SKU-ELE-02,N,2026-08-19,328,19,0
ORD-N-20260819-25025,SKU-ELE-02,N,2026-08-19,515,39,0
ORD-N-20260819-25026,SKU-ELE-02,N,2026-08-19,551,49,0
ORD-N-20260819-25027,SKU-ELE-02,N,2026-08-19,356,23,0
ORD-N-20260819-25028,SKU-APP-01,N,2026-08-19,498,47,0
ORD-N-20260819-25029,SKU-APP-01,N,2026-08-19,513,34,0
ORD-N-20260819-25030,SKU-HOM-03,N,2026-08-19,489,46,0
ORD-N-20260819-25031,SKU-HOM-03,N,2026-08-19,472,44,0
ORD-N-20260819-25032,SKU-HOM-03,N,2026-08-19,410,26,0
ORD-N-20260819-25033,SKU-HOM-03,N,2026-08-19,414,38,0
ORD-N-20260819-25034,SKU-ELE-02,N,2026-08-19,329,21,0
ORD-N-20260819-25035,SKU-HOM-03,N,2026-08-19,558,53,0
ORD-N-20260819-25036,SKU-ELE-02,N,2026-08-19,479,48,0
ORD-N-20260819-25037,SKU-ELE-02,N,2026-08-19,442,25,0
ORD-N-20260819-25038,SKU-ELE-02,N,2026-08-19,365,24,0
ORD-N-20260819-25039,SKU-HOM-03,N,2026-08-19,492,41,0
ORD-N-20260819-25040,SKU-APP-01,N,2026-08-19,518,52,0
ORD-N-20260819-25041,SKU-APP-01,N,2026-08-19,364,29,0
ORD-N-20260819-25042,SKU-ELE-02,N,2026-08-19,270,27,0
ORD-N-20260819-25043,SKU-HOM-03,N,2026-08-19,335,25,0
ORD-N-20260819-25044,SKU-HOM-03,N,2026-08-19,507,29,0
ORD-N-20260819-25045,SKU-HOM-03,N,2026-08-19,269,26,0
ORD-N-20260819-25046,SKU-APP-01,N,2026-08-19,437,34,0
ORD-N-20260819-25047,SKU-ELE-02,N,2026-08-19,383,38,0
ORD-N-20260819-25048,SKU-APP-01,N,2026-08-19,379,30,0
ORD-N-20260819-25049,SKU-APP-01,N,2026-08-19,351,31,0
ORD-N-20260819-25050,SKU-ELE-02,N,2026-08-19,520,36,0
ORD-N-20260819-25051,SKU-HOM-03,N,2026-08-19,522,36,0
ORD-N-20260819-25052,SKU-APP-01,N,2026-08-19,297,21,0
ORD-N-20260819-25053,SKU-ELE-02,N,2026-08-19,313,29,0
ORD-N-20260819-25054,SKU-ELE-02,N,2026-08-19,304,30,0
ORD-N-20260819-25055,SKU-ELE-02,N,2026-08-19,502,45,0
ORD-N-20260819-25056,SKU-APP-01,N,2026-08-19,254,23,0
ORD-N-20260819-25057,SKU-HOM-03,N,2026-08-19,341,34,0
ORD-N-20260819-25058,SKU-APP-01,N,2026-08-19,494,41,0
ORD-N-20260819-25059,SKU-ELE-02,N,2026-08-19,578,54,0
ORD-N-20260819-25060,SKU-HOM-03,N,2026-08-19,522,38,0
ORD-N-20260819-25061,SKU-ELE-02,N,2026-08-19,459,31,450
ORD-N-20260819-25062,SKU-ELE-02,N,2026-08-19,490,27,0
ORD-N-20260819-25063,SKU-HOM-03,N,2026-08-19,284,24,0
ORD-N-20260819-25064,SKU-APP-01,N,2026-08-19,319,24,0
ORD-N-20260819-25065,SKU-ELE-02,N,2026-08-19,441,33,0
ORD-N-20260819-25066,SKU-ELE-02,N,2026-08-19,368,35,0
ORD-N-20260819-25067,SKU-APP-01,N,2026-08-19,324,25,0
ORD-N-20260819-25068,SKU-APP-01,N,2026-08-19,312,27,0
ORD-N-20260819-25069,SKU-HOM-03,N,2026-08-19,487,48,0
ORD-N-20260819-25070,SKU-APP-01,N,2026-08-19,481,47,0
ORD-N-20260819-25071,SKU-APP-01,N,2026-08-19,424,30,0
ORD-N-20260819-25072,SKU-ELE-02,N,2026-08-19,414,33,0
ORD-N-20260819-25073,SKU-APP-01,N,2026-08-19,258,24,0
ORD-N-20260819-25074,SKU-ELE-02,N,2026-08-19,397,35,0
ORD-N-20260819-25075,SKU-HOM-03,N,2026-08-19,256,17,0
ORD-N-20260819-25076,SKU-APP-01,N,2026-08-19,379,27,0
ORD-N-20260819-25077,SKU-ELE-02,N,2026-08-19,572,43,0
ORD-N-20260819-25078,SKU-APP-01,N,2026-08-19,402,24,0
ORD-N-20260819-25079,SKU-ELE-02,N,2026-08-19,294,22,0
ORD-N-20260819-25080,SKU-HOM-03,N,2026-08-19,260,18,0
ORD-N-20260819-25081,SKU-HOM-03,N,2026-08-19,303,23,0
ORD-N-20260819-25082,SKU-HOM-03,N,2026-08-19,476,29,0
ORD-N-20260819-25083,SKU-APP-01,N,2026-08-19,297,23,0
ORD-N-20260819-25084,SKU-APP-01,N,2026-08-19,311,28,0
ORD-N-20260819-25085,SKU-HOM-03,N,2026-08-19,507,41,0
ORD-N-20260819-25086,SKU-APP-01,N,2026-08-19,320,25,0
ORD-N-20260819-25087,SKU-APP-01,N,2026-08-19,298,21,0
ORD-N-20260819-25088,SKU-APP-01,N,2026-08-19,428,38,0
ORD-N-20260819-25089,SKU-ELE-02,N,2026-08-19,418,26,0
ORD-N-20260819-25090,SKU-HOM-03,N,2026-08-19,434,30,0
ORD-N-20260819-25091,SKU-APP-01,N,2026-08-19,330,30,0
ORD-N-20260819-25092,SKU-HOM-03,N,2026-08-19,479,38,0
ORD-N-20260819-25093,SKU-HOM-03,N,2026-08-19,516,41,0
ORD-N-20260819-25094,SKU-HOM-03,N,2026-08-19,321,25,0
ORD-N-20260819-25095,SKU-APP-01,N,2026-08-19,332,22,0
ORD-N-20260819-25096,SKU-APP-01,N,2026-08-19,358,24,0
ORD-N-20260819-25097,SKU-ELE-02,N,2026-08-19,311,25,0
ORD-N-20260819-25098,SKU-HOM-03,N,2026-08-19,301,17,0
ORD-N-20260819-25099,SKU-APP-01,N,2026-08-19,444,32,0
ORD-N-20260819-25100,SKU-HOM-03,N,2026-08-19,392,30,0
ORD-N-20260819-25101,SKU-ELE-02,N,2026-08-19,370,36,0
ORD-N-20260819-25102,SKU-HOM-03,N,2026-08-19,292,16,0
ORD-N-20260819-25103,SKU-HOM-03,N,2026-08-19,324,20,0
ORD-N-20260819-25104,SKU-HOM-03,N,2026-08-19,553,37,0
ORD-N-20260819-25105,SKU-HOM-03,N,2026-08-19,548,52,0
ORD-N-20260819-25106,SKU-ELE-02,N,2026-08-19,491,46,0
ORD-N-20260819-25107,SKU-APP-01,N,2026-08-19,313,24,0
ORD-N-20260819-25108,SKU-HOM-03,N,2026-08-19,381,30,0
ORD-N-20260819-25109,SKU-APP-01,N,2026-08-19,459,45,0
ORD-N-20260819-25110,SKU-HOM-03,N,2026-08-19,418,35,0
ORD-N-20260819-25111,SKU-APP-01,N,2026-08-19,380,29,0
ORD-N-20260819-25112,SKU-HOM-03,N,2026-08-19,533,51,0
ORD-N-20260819-25113,SKU-ELE-02,N,2026-08-19,414,40,0
ORD-N-20260819-25114,SKU-HOM-03,N,2026-08-19,458,37,0
ORD-N-20260819-25115,SKU-HOM-03,N,2026-08-19,310,25,0
ORD-N-20260819-25116,SKU-APP-01,N,2026-08-19,446,27,0
ORD-N-20260819-25117,SKU-APP-01,N,2026-08-19,419,33,0
ORD-N-20260819-25118,SKU-APP-01,N,2026-08-19,378,37,0
ORD-N-20260819-25119,SKU-ELE-02,N,2026-08-19,266,27,0
ORD-N-20260819-25120,SKU-HOM-03,N,2026-08-19,266,24,0
ORD-N-20260819-25121,SKU-APP-01,N,2026-08-19,466,40,0
ORD-N-20260819-25122,SKU-ELE-02,N,2026-08-19,410,29,0
ORD-N-20260819-25123,SKU-HOM-03,N,2026-08-19,503,42,0
ORD-N-20260819-25124,SKU-HOM-03,N,2026-08-19,360,21,0
ORD-N-20260819-25125,SKU-ELE-02,N,2026-08-19,258,21,0
ORD-N-20260819-25126,SKU-HOM-03,N,2026-08-19,299,22,0
ORD-N-20260819-25127,SKU-APP-01,N,2026-08-19,531,40,0
ORD-N-20260819-25128,SKU-APP-01,N,2026-08-19,376,22,0
ORD-N-20260819-25129,SKU-APP-01,N,2026-08-19,405,23,0
ORD-N-20260819-25130,SKU-APP-01,N,2026-08-19,418,25,0
ORD-N-20260819-25131,SKU-ELE-02,N,2026-08-19,321,21,0
ORD-N-20260819-25132,SKU-ELE-02,N,2026-08-19,565,55,0
ORD-N-20260819-25133,SKU-ELE-02,N,2026-08-19,574,33,0
ORD-N-20260819-25134,SKU-HOM-03,N,2026-08-19,314,24,0
ORD-N-20260819-25135,SKU-APP-01,N,2026-08-19,433,42,0
ORD-N-20260819-25136,SKU-APP-01,N,2026-08-19,441,29,0
ORD-N-20260819-25137,SKU-HOM-03,N,2026-08-19,561,45,0
ORD-N-20260819-25138,SKU-HOM-03,N,2026-08-19,354,31,0
ORD-N-20260819-25139,SKU-HOM-03,N,2026-08-19,343,23,0
ORD-N-20260819-25140,SKU-ELE-02,N,2026-08-19,464,37,0
ORD-N-20260819-25141,SKU-ELE-02,N,2026-08-19,496,34,0
ORD-N-20260819-25142,SKU-HOM-03,N,2026-08-19,403,39,0
ORD-N-20260819-25143,SKU-APP-01,N,2026-08-19,319,24,0
ORD-N-20260819-25144,SKU-ELE-02,N,2026-08-19,395,28,0
ORD-N-20260819-25145,SKU-APP-01,N,2026-08-19,407,38,0
ORD-N-20260819-25146,SKU-HOM-03,N,2026-08-19,269,24,0
ORD-N-20260819-25147,SKU-APP-01,N,2026-08-19,509,39,0
ORD-N-20260819-25148,SKU-APP-01,N,2026-08-19,388,34,0
ORD-N-20260819-25149,SKU-ELE-02,N,2026-08-19,576,45,0
ORD-N-20260819-25150,SKU-HOM-03,N,2026-08-19,523,45,0
ORD-N-20260819-25151,SKU-HOM-03,N,2026-08-19,519,52,0
ORD-N-20260819-25152,SKU-APP-01,N,2026-08-19,503,40,0
ORD-N-20260819-25153,SKU-ELE-02,N,2026-08-19,464,30,0
ORD-N-20260819-25154,SKU-ELE-02,N,2026-08-19,346,19,0
ORD-N-20260819-25155,SKU-APP-01,N,2026-08-19,345,34,0
ORD-N-20260819-25156,SKU-APP-01,N,2026-08-19,487,45,0
ORD-N-20260819-25157,SKU-HOM-03,N,2026-08-19,517,51,0
ORD-N-20260819-25158,SKU-HOM-03,N,2026-08-19,346,22,222
ORD-N-20260819-25159,SKU-APP-01,N,2026-08-19,529,36,0
ORD-N-20260819-25160,SKU-HOM-03,N,2026-08-19,408,24,0
ORD-N-20260819-25161,SKU-ELE-02,N,2026-08-19,547,34,0
ORD-N-20260819-25162,SKU-HOM-03,N,2026-08-19,360,28,0
ORD-N-20260819-25163,SKU-APP-01,N,2026-08-19,452,38,0
ORD-N-20260819-25164,SKU-ELE-02,N,2026-08-19,529,31,0
ORD-N-20260819-25165,SKU-APP-01,N,2026-08-19,508,38,0
ORD-N-20260819-25166,SKU-APP-01,N,2026-08-19,559,34,320
ORD-N-20260819-25167,SKU-ELE-02,N,2026-08-19,518,37,0
ORD-N-20260819-25168,SKU-ELE-02,N,2026-08-19,485,42,0
ORD-N-20260819-25169,SKU-HOM-03,N,2026-08-19,370,35,0
ORD-N-20260819-25170,SKU-HOM-03,N,2026-08-19,508,51,0
ORD-N-20260819-25171,SKU-HOM-03,N,2026-08-19,322,27,0
ORD-N-20260819-25172,SKU-APP-01,N,2026-08-19,509,31,0
ORD-N-20260819-25173,SKU-HOM-03,N,2026-08-19,350,31,0
ORD-N-20260819-25174,SKU-HOM-03,N,2026-08-19,298,21,0
ORD-N-20260819-25175,SKU-APP-01,N,2026-08-19,340,31,0
ORD-N-20260819-25176,SKU-HOM-03,N,2026-08-19,521,32,0
ORD-N-20260819-25177,SKU-HOM-03,N,2026-08-19,559,50,0
ORD-N-20260819-25178,SKU-ELE-02,N,2026-08-19,365,22,0
ORD-N-20260819-25179,SKU-HOM-03,N,2026-08-19,387,25,0
ORD-N-20260819-25180,SKU-ELE-02,N,2026-08-19,374,30,0
ORD-N-20260819-25181,SKU-APP-01,N,2026-08-19,334,23,0
ORD-N-20260819-25182,SKU-APP-01,N,2026-08-19,394,25,0
ORD-N-20260819-25183,SKU-ELE-02,N,2026-08-19,361,34,0
ORD-N-20260819-25184,SKU-HOM-03,N,2026-08-19,421,39,0
ORD-N-20260819-25185,SKU-HOM-03,N,2026-08-19,395,26,0
ORD-N-20260819-25186,SKU-HOM-03,N,2026-08-19,260,21,0
ORD-N-20260819-25187,SKU-APP-01,N,2026-08-19,272,21,0
ORD-N-20260819-25188,SKU-ELE-02,N,2026-08-19,450,25,0
ORD-N-20260819-25189,SKU-HOM-03,N,2026-08-19,556,36,0
ORD-N-20260819-25190,SKU-ELE-02,N,2026-08-19,480,27,0
ORD-N-20260819-25191,SKU-ELE-02,N,2026-08-19,483,29,0
ORD-N-20260819-25192,SKU-ELE-02,N,2026-08-19,542,31,0
ORD-N-20260819-25193,SKU-APP-01,N,2026-08-19,528,30,0
ORD-N-20260819-25194,SKU-HOM-03,N,2026-08-19,292,29,0
ORD-N-20260819-25195,SKU-ELE-02,N,2026-08-19,282,22,0
ORD-N-20260819-25196,SKU-ELE-02,N,2026-08-19,414,32,0
ORD-N-20260819-25197,SKU-APP-01,N,2026-08-19,495,42,0
ORD-N-20260819-25198,SKU-APP-01,N,2026-08-19,460,29,0
ORD-N-20260819-25199,SKU-HOM-03,N,2026-08-19,323,29,0
ORD-N-20260819-25200,SKU-APP-01,N,2026-08-19,500,35,0
ORD-N-20260819-25201,SKU-HOM-03,N,2026-08-19,273,21,0
ORD-N-20260819-25202,SKU-HOM-03,N,2026-08-19,485,33,0
ORD-N-20260819-25203,SKU-HOM-03,N,2026-08-19,489,45,0
ORD-N-20260819-25204,SKU-HOM-03,N,2026-08-19,289,26,0
ORD-N-20260819-25205,SKU-ELE-02,N,2026-08-19,572,35,0
ORD-N-20260819-25206,SKU-HOM-03,N,2026-08-19,385,37,0
ORD-N-20260819-25207,SKU-ELE-02,N,2026-08-19,275,23,0
ORD-N-20260819-25208,SKU-ELE-02,N,2026-08-19,380,32,0
ORD-N-20260819-25209,SKU-ELE-02,N,2026-08-19,558,48,0
ORD-N-20260819-25210,SKU-ELE-02,N,2026-08-19,381,36,0
ORD-N-20260819-25211,SKU-HOM-03,N,2026-08-19,471,38,0
ORD-N-20260819-25212,SKU-APP-01,N,2026-08-19,350,22,0
ORD-N-20260819-25213,SKU-HOM-03,N,2026-08-19,300,20,0
ORD-N-20260819-25214,SKU-HOM-03,N,2026-08-19,299,20,0
ORD-N-20260819-25215,SKU-HOM-03,N,2026-08-19,574,47,0
ORD-N-20260819-25216,SKU-APP-01,N,2026-08-19,501,40,0
ORD-N-20260819-25217,SKU-ELE-02,N,2026-08-19,355,34,0
ORD-N-20260819-25218,SKU-HOM-03,N,2026-08-19,515,50,0
ORD-N-20260819-25219,SKU-ELE-02,N,2026-08-19,528,52,0
ORD-N-20260819-25220,SKU-HOM-03,N,2026-08-19,463,34,0
ORD-N-20260819-25221,SKU-ELE-02,N,2026-08-19,413,27,0
ORD-N-20260819-25222,SKU-ELE-02,N,2026-08-19,248,20,141
ORD-N-20260819-25223,SKU-HOM-03,N,2026-08-19,413,34,0
ORD-N-20260819-25224,SKU-APP-01,N,2026-08-19,479,43,0
ORD-N-20260819-25225,SKU-HOM-03,N,2026-08-19,312,28,0
ORD-N-20260819-25226,SKU-HOM-03,N,2026-08-19,304,29,0
ORD-N-20260819-25227,SKU-HOM-03,N,2026-08-19,373,25,0
ORD-N-20260819-25228,SKU-HOM-03,N,2026-08-19,558,48,0
ORD-N-20260819-25229,SKU-APP-01,N,2026-08-19,280,24,0
ORD-N-20260819-25230,SKU-HOM-03,N,2026-08-19,541,30,0
ORD-N-20260819-25231,SKU-HOM-03,N,2026-08-19,545,51,0
ORD-N-20260819-25232,SKU-HOM-03,N,2026-08-19,523,46,0
ORD-N-20260819-25233,SKU-APP-01,N,2026-08-19,276,21,0
ORD-N-20260819-25234,SKU-APP-01,N,2026-08-19,329,29,0
ORD-N-20260819-25235,SKU-APP-01,N,2026-08-19,414,31,0
ORD-N-20260819-25236,SKU-ELE-02,N,2026-08-19,566,33,0
ORD-N-20260819-25237,SKU-APP-01,N,2026-08-19,302,30,0
ORD-N-20260819-25238,SKU-ELE-02,N,2026-08-19,466,33,0
ORD-N-20260819-25239,SKU-HOM-03,N,2026-08-19,489,45,0
ORD-N-20260819-25240,SKU-APP-01,N,2026-08-19,373,27,0
ORD-N-20260819-25241,SKU-ELE-02,N,2026-08-19,476,32,0
ORD-N-20260819-25242,SKU-HOM-03,N,2026-08-19,303,30,0
ORD-N-20260819-25243,SKU-ELE-02,N,2026-08-19,524,42,0
ORD-N-20260819-25244,SKU-APP-01,N,2026-08-19,407,34,0
ORD-N-20260819-25245,SKU-APP-01,N,2026-08-19,352,30,0
ORD-N-20260819-25246,SKU-HOM-03,N,2026-08-19,382,36,0
ORD-N-20260819-25247,SKU-APP-01,N,2026-08-19,458,28,0
ORD-N-20260819-25248,SKU-APP-01,N,2026-08-19,358,27,0
ORD-N-20260819-25249,SKU-APP-01,N,2026-08-19,311,27,0
ORD-N-20260819-25250,SKU-ELE-02,N,2026-08-19,495,48,0
ORD-N-20260819-25251,SKU-APP-01,N,2026-08-19,418,41,0
ORD-N-20260819-25252,SKU-APP-01,N,2026-08-19,403,25,0
ORD-N-20260819-25253,SKU-HOM-03,N,2026-08-19,354,27,0
ORD-N-20260819-25254,SKU-APP-01,N,2026-08-19,477,45,0
ORD-N-20260819-25255,SKU-HOM-03,N,2026-08-19,466,35,0
ORD-N-20260819-25256,SKU-ELE-02,N,2026-08-19,515,38,0
ORD-N-20260819-25257,SKU-HOM-03,N,2026-08-19,560,52,0
ORD-N-20260819-25258,SKU-ELE-02,N,2026-08-19,456,32,0
ORD-N-20260819-25259,SKU-HOM-03,N,2026-08-19,488,34,0
ORD-N-20260819-25260,SKU-ELE-02,N,2026-08-19,558,36,0
ORD-N-20260819-25261,SKU-APP-01,N,2026-08-19,384,22,0
ORD-N-20260819-25262,SKU-ELE-02,N,2026-08-19,514,45,0
ORD-N-20260819-25263,SKU-HOM-03,N,2026-08-19,416,25,0
ORD-N-20260819-25264,SKU-APP-01,N,2026-08-19,431,34,0
ORD-N-20260819-25265,SKU-HOM-03,N,2026-08-19,483,42,0
ORD-N-20260819-25266,SKU-HOM-03,N,2026-08-19,570,36,0
ORD-N-20260819-25267,SKU-HOM-03,N,2026-08-19,456,25,0
ORD-N-20260819-25268,SKU-ELE-02,N,2026-08-19,567,51,0
ORD-N-20260819-25269,SKU-APP-01,N,2026-08-19,320,17,0
ORD-N-20260819-25270,SKU-APP-01,N,2026-08-19,292,29,0
ORD-N-20260819-25271,SKU-APP-01,N,2026-08-19,384,25,0
ORD-N-20260819-25272,SKU-APP-01,N,2026-08-19,575,39,0
ORD-N-20260819-25273,SKU-APP-01,N,2026-08-19,314,18,0
ORD-N-20260819-25274,SKU-APP-01,N,2026-08-19,292,22,0
ORD-N-20260819-25275,SKU-ELE-02,N,2026-08-19,467,41,0
ORD-N-20260819-25276,SKU-APP-01,N,2026-08-19,270,23,0
ORD-N-20260819-25277,SKU-ELE-02,N,2026-08-19,575,49,0
ORD-N-20260819-25278,SKU-APP-01,N,2026-08-19,537,52,0
ORD-N-20260819-25279,SKU-HOM-03,N,2026-08-19,386,33,0
ORD-N-20260819-25280,SKU-HOM-03,N,2026-08-19,259,21,0
ORD-N-20260819-25281,SKU-ELE-02,N,2026-08-19,359,26,0
ORD-N-20260819-25282,SKU-HOM-03,N,2026-08-19,332,30,0
ORD-N-20260819-25283,SKU-ELE-02,N,2026-08-19,574,56,0
ORD-N-20260819-25284,SKU-HOM-03,N,2026-08-19,509,32,0
ORD-N-20260819-25285,SKU-APP-01,N,2026-08-19,561,43,0
ORD-N-20260819-25286,SKU-APP-01,N,2026-08-19,540,34,0
ORD-N-20260819-25287,SKU-ELE-02,N,2026-08-19,425,39,0
ORD-N-20260819-25288,SKU-APP-01,N,2026-08-19,427,37,0
ORD-N-20260819-25289,SKU-ELE-02,N,2026-08-19,414,40,0
ORD-N-20260819-25290,SKU-APP-01,N,2026-08-19,349,23,0
ORD-N-20260819-25291,SKU-ELE-02,N,2026-08-19,547,38,0
ORD-N-20260819-25292,SKU-HOM-03,N,2026-08-19,544,50,0
ORD-N-20260819-25293,SKU-APP-01,N,2026-08-19,449,32,0
ORD-N-20260819-25294,SKU-ELE-02,N,2026-08-19,364,20,0
ORD-N-20260819-25295,SKU-HOM-03,N,2026-08-19,567,36,0
ORD-N-20260819-25296,SKU-APP-01,N,2026-08-19,283,19,0
ORD-N-20260819-25297,SKU-ELE-02,N,2026-08-19,554,46,0
ORD-N-20260819-25298,SKU-HOM-03,N,2026-08-19,370,24,0
ORD-N-20260819-25299,SKU-APP-01,N,2026-08-19,429,25,0
ORD-N-20260819-25300,SKU-APP-01,N,2026-08-19,265,20,0
ORD-N-20260819-25301,SKU-ELE-02,N,2026-08-19,255,24,0
ORD-N-20260819-25302,SKU-HOM-03,N,2026-08-19,470,31,0
ORD-N-20260819-25303,SKU-APP-01,N,2026-08-19,333,28,0
ORD-N-20260819-25304,SKU-HOM-03,N,2026-08-19,323,25,0
ORD-N-20260819-25305,SKU-APP-01,N,2026-08-19,554,56,0
ORD-N-20260819-25306,SKU-APP-01,N,2026-08-19,439,36,0
ORD-N-20260819-25307,SKU-ELE-02,N,2026-08-19,466,35,0
ORD-N-20260819-25308,SKU-ELE-02,N,2026-08-19,416,35,0
ORD-N-20260819-25309,SKU-APP-01,N,2026-08-19,337,34,0
ORD-N-20260819-25310,SKU-HOM-03,N,2026-08-19,270,19,0
ORD-N-20260819-25311,SKU-ELE-02,N,2026-08-19,371,24,0
ORD-N-20260819-25312,SKU-HOM-03,N,2026-08-19,297,23,0
ORD-N-20260819-25313,SKU-ELE-02,N,2026-08-19,425,41,0
ORD-N-20260819-25314,SKU-APP-01,N,2026-08-19,458,36,0
ORD-N-20260819-25315,SKU-APP-01,N,2026-08-19,541,52,0
ORD-N-20260819-25316,SKU-ELE-02,N,2026-08-19,307,18,0
ORD-N-20260819-25317,SKU-HOM-03,N,2026-08-19,484,43,0
ORD-N-20260819-25318,SKU-APP-01,N,2026-08-19,446,44,0
ORD-N-20260819-25319,SKU-APP-01,N,2026-08-19,479,35,0
ORD-N-20260819-25320,SKU-ELE-02,N,2026-08-19,434,38,0
ORD-N-20260819-25321,SKU-ELE-02,N,2026-08-19,561,43,0
ORD-N-20260819-25322,SKU-HOM-03,N,2026-08-19,384,26,0
ORD-N-20260819-25323,SKU-HOM-03,N,2026-08-19,469,47,0
ORD-N-20260819-25324,SKU-HOM-03,N,2026-08-19,469,45,0
ORD-N-20260819-25325,SKU-HOM-03,N,2026-08-19,489,39,489
ORD-N-20260819-25326,SKU-APP-01,N,2026-08-19,558,37,0
ORD-N-20260819-25327,SKU-APP-01,N,2026-08-19,408,41,0
ORD-N-20260819-25328,SKU-HOM-03,N,2026-08-19,400,39,0
ORD-N-20260819-25329,SKU-APP-01,N,2026-08-19,520,43,0
ORD-N-20260819-25330,SKU-APP-01,N,2026-08-19,385,24,0
ORD-N-20260819-25331,SKU-HOM-03,N,2026-08-19,257,20,0
ORD-N-20260819-25332,SKU-ELE-02,N,2026-08-19,285,25,181
ORD-N-20260819-25333,SKU-ELE-02,N,2026-08-19,460,34,0
ORD-N-20260819-25334,SKU-ELE-02,N,2026-08-19,341,26,0
ORD-N-20260819-25335,SKU-HOM-03,N,2026-08-19,573,36,0
ORD-N-20260819-25336,SKU-HOM-03,N,2026-08-19,450,43,0
ORD-N-20260819-25337,SKU-APP-01,N,2026-08-19,428,26,0
ORD-N-20260819-25338,SKU-HOM-03,N,2026-08-19,383,23,0
ORD-N-20260819-25339,SKU-ELE-02,N,2026-08-19,429,27,0
ORD-N-20260819-25340,SKU-ELE-02,N,2026-08-19,534,38,0
ORD-N-20260819-25341,SKU-ELE-02,N,2026-08-19,304,18,0
ORD-N-20260819-25342,SKU-HOM-03,N,2026-08-19,572,55,0
ORD-N-20260819-25343,SKU-HOM-03,N,2026-08-19,293,26,0
ORD-N-20260819-25344,SKU-HOM-03,N,2026-08-19,573,38,0
ORD-N-20260819-25345,SKU-APP-01,N,2026-08-19,527,31,0
ORD-N-20260819-25346,SKU-HOM-03,N,2026-08-19,454,30,0
ORD-N-20260819-25347,SKU-APP-01,N,2026-08-19,291,24,0
ORD-N-20260819-25348,SKU-ELE-02,N,2026-08-19,381,34,0
ORD-N-20260819-25349,SKU-APP-01,N,2026-08-19,528,29,0
ORD-N-20260819-25350,SKU-ELE-02,N,2026-08-19,345,24,0
ORD-N-20260819-25351,SKU-ELE-02,N,2026-08-19,438,25,0
ORD-N-20260819-25352,SKU-APP-01,N,2026-08-19,374,25,0
ORD-N-20260819-25353,SKU-ELE-02,N,2026-08-19,430,35,0
ORD-N-20260819-25354,SKU-APP-01,N,2026-08-19,515,33,0
ORD-N-20260819-25355,SKU-HOM-03,N,2026-08-19,290,25,0
